Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
21,72.39264835108182,175.72244312953248,1,0.3952593154311578,5,1
19,63.74580992253111,177.34453161981577,0,0.18177886721736192,2,1
23,73.5096333327047,184.83425488114602,0,0.1568127053168057,3,0
39,74.93346545368763,174.53492605491246,1,0.8273021497372459,3,0
27,61.80854954798055,174.84282930067,1,0.04191521671625753,5,1
21,83.04439110110866,182.9798223637745,1,0.41918287590212133,2,1
39,73.42786106635549,187.60904743156908,1,0.1682036557665182,1,0
35,85.8045986900535,178.00471326670592,1,0.879330215678474,1,1
29,56.55094759703906,168.3681053894636,0,0.5570405132750351,1,1
19,64.82807829454609,172.6419608495717,0,0.23138063637684803,3,1
27,80.16669308648123,182.03672084893097,0,0.5024272871663764,2,0
21,67.00889429174735,181.91520963865966,1,0.7314863597031158,2,1
31,73.35464341950303,182.41238137655347,1,0.9581180089194338,3,0
33,75.00699117557174,185.21295290595756,1,0.22044600424541894,1,0
32,76.58255980953368,180.0581055854245,1,0.8861817721293451,1,0
25,68.22433787266293,182.65056044840313,0,0.9343041141674903,5,0
31,76.49286563472478,179.54973177171132,0,0.9164205445320662,6,0
25,67.1745629476552,191.48733482929438,1,0.6354143568619098,4,1
38,81.74280468746775,194.32342031217502,0,0.6298206544347077,6,0
33,73.85155980516977,168.10988717619966,0,0.4032106331838228,2,0
30,76.55036623595518,177.44748057897746,1,0.7523978823037879,2,0
35,100.69926839690334,180.32724491540708,1,0.5312940183509319,2,1
32,63.928955453999784,177.3308528798568,1,0.6774380712282945,6,1
38,88.88582269040288,197.92922591330873,1,0.42845790384879545,4,1
30,48.40648642950627,182.23955278089736,1,0.7314964640431391,5,1
26,54.21623345081057,171.94628172949655,1,0.8244715176045491,6,1
32,62.59359922312429,185.9644233956067,0,0.14643625660281612,4,1
30,63.224716347250634,182.70974538846193,0,0.832929715574228,1,1
18,77.0370179813885,183.0419291955342,1,0.5402965317903072,1,0
24,77.89842264168468,198.0787615879919,0,0.8446659090902243,2,0
26,72.45178731627635,183.50785175754808,1,0.4313017063410146,3,1
18,73.50122033237538,176.96338476126004,1,0.37904048538303503,2,0
29,80.2776476093166,160.447235736899,1,0.9150607325172224,3,0
25,83.33223877620742,178.34600981856488,1,0.2511692675484013,4,1
28,61.73460983890241,193.0596991732719,0,0.8442123252861431,1,0
36,71.38109028766996,179.08830880443813,1,0.4840205725094041,6,0
34,74.30410177086989,157.59950101480496,0,0.5140954425512597,3,1
25,79.85315996560453,175.01637607807552,1,0.308468281489484,4,0
20,67.27332857726529,189.92688538912793,1,0.5730422006190157,1,1
20,74.1077882440633,185.45817174562015,1,0.3252111962762113,6,1
18,75.29983634527157,171.60119103489265,0,0.03926941424165231,3,0
22,67.9552989654047,174.34715223600918,1,0.27199860534435605,2,0
27,67.71684850052114,175.89291340897583,1,0.006379043406590679,2,0
24,75.98745777637335,173.3728622813707,1,0.9783547870568566,2,1
26,73.69654854012792,159.7032613226042,0,0.9657472098197475,4,1
24,80.00477519420632,187.63591100619857,0,0.39515529747230504,2,1
26,64.46741279355004,192.57059956689093,0,0.728370854339646,5,0
25,71.49318472121213,164.8155105603526,1,0.345806098410425,1,0
29,72.70783948446407,192.43852932586316,0,0.671093157085976,4,1
19,83.13863908123605,178.96976798602785,1,0.8054300430459791,6,0
18,65.59586225432098,192.25132348167875,0,0.9467562446922407,2,0
33,77.34652005155087,180.37950436290447,0,0.400212275849672,1,1
22,77.52755507537887,181.3554459215863,1,0.7832979829560477,3,1
20,91.46397242679973,183.72434646982214,0,0.2659284506321188,2,0
29,64.92910635693738,172.0993367486472,1,0.9903323037936483,1,1
25,68.42766681882506,191.94674144328022,1,0.025769598764351143,5,0
39,65.62644317776679,168.78619361925215,0,0.603528806501121,3,1
20,58.302208279316,175.9793325548333,1,0.6595059816513271,5,1
18,92.64686934262718,185.24264677643168,1,0.6880455570741288,6,1
20,62.584987690508775,174.90804759514538,0,0.12038757878908901,1,0
22,66.83694590945154,187.77531240814943,0,0.9385297834731304,5,0
32,88.1576650828216,193.75866173183957,1,0.1811832790500828,6,1
31,57.46892953061784,190.12546001053838,0,0.6227534032398411,1,1
20,82.5635156928738,160.6388468632138,1,0.22267607912308496,1,1
18,60.869756546582224,181.25846969619357,1,0.3072164170212709,5,0
22,87.46694736529587,190.28682610696393,0,0.5464585417281244,1,1
31,53.30122312959141,166.83251153177943,0,0.4171934185645765,2,1
24,57.465305837493375,187.23610587228876,0,0.1602256009765063,1,1
26,69.55077765041091,186.67460781639312,0,0.1709364024208483,4,1
32,84.71822690172735,167.87910108061735,1,0.41814478816279965,6,0
32,74.69041749363427,188.3423266574016,1,0.7572829782755007,1,0
27,71.6428492711343,182.72697793529935,0,0.8979646468477885,4,1
30,88.46044207464718,186.50381788721268,0,0.08412766225938284,1,0
36,96.55239538433074,170.33687614234867,1,0.39310390755940106,1,0
24,81.72257284413772,181.50136116371385,1,0.10024556372287663,5,0
34,68.77145496898717,162.95121445867676,1,0.016592480632597884,2,1
37,70.81856965990728,157.23008792466948,1,0.6617186826439566,6,0
21,62.11552620242675,181.4082842652775,0,0.6024494419665878,2,0
22,76.00817422254052,191.0059760676131,1,0.1630191138148862,3,0
24,58.70407014023672,182.5293681426508,1,0.2338128330930641,5,1
30,80.518636553095,179.36553936055853,0,0.02370775364451838,5,1
32,95.05574045639953,178.12465879945125,1,0.8349472056944037,2,0
28,82.1759157979305,170.57434608556935,1,0.9746905960485515,5,0
21,70.30852279805066,177.78139096204694,0,0.1354595367946908,2,1
30,80.2693741263179,184.21684468264445,0,0.23147521376529812,5,1
24,91.20533445165877,175.6477776719937,0,0.868409523946934,1,0
36,90.70494635261139,187.50586853835776,1,0.9264637979561848,2,0
39,64.9624210843663,181.95975033864602,1,0.41962738280681033,2,1
19,80.10296389582324,183.16979417773408,0,0.050622472269074126,4,1
27,73.41898509929801,188.8866275355096,0,0.0393918336928194,5,0
30,83.06593247913686,174.7324456734501,1,0.5739498660690104,5,1
38,78.83613953816771,186.59380586186953,0,0.392895108893179,2,0
23,51.302785905155524,176.13523282748025,0,0.028652427577654516,1,0
29,71.5198691370316,183.3951448381884,0,0.5832523923125568,1,0
29,76.98558362896291,173.54228649363432,1,0.011302536589022472,6,1
37,60.65635032841154,170.89296176935267,1,0.787371958149273,1,0
28,80.81022009865985,180.91864745648493,1,0.3064328227033716,5,0
24,59.7598475827297,161.14799947978884,1,0.0402580030092321,4,1
18,67.01560952582946,177.03732556491119,1,0.5883522209831533,2,1
18,88.41311919700135,163.9362299439082,1,0.3976844144330547,3,0
37,66.16222211135731,187.7923403431361,0,0.9738004133571495,4,0
30,80.73966959201675,190.50110596108914,1,0.5441986625037022,3,1
26,57.464262820913135,171.36048778579195,1,0.2752391810370083,4,1
20,95.81314656765142,184.28312962473495,0,0.7094388646339748,1,1
24,71.95446361512742,188.9913571368749,1,0.27149200254271133,5,0
23,75.95320806947718,189.02469222501784,1,0.9042432914075651,3,0
25,76.79036796548965,182.14450833971642,0,0.37472197050737643,4,0
26,81.07566864331359,187.34304675561498,0,0.5498685627762052,5,1
22,59.80820017013823,173.50668688079605,0,0.05057310382422886,3,0
18,74.94663529163337,180.8312246565668,1,0.4261212379522308,2,1
36,68.41231174218643,175.32896593209225,0,0.832363539660995,4,0
27,58.1044277392173,172.66212026214637,1,0.8056488053633419,2,1
29,84.8712220012871,180.36063391469628,1,0.22431855885352625,1,0
32,71.4782701640041,183.47530376158073,1,0.22607907101056268,2,0
39,77.4252042561252,191.63508767954988,1,0.8173053122132368,2,1
26,76.7984541872806,182.65155527298887,0,0.9303984201693255,6,1
37,71.65147727623886,186.4193053496155,0,0.09536092127300355,4,0
34,94.75027353630782,186.53283173249537,1,0.45005863942622526,1,1
34,74.52735347370991,206.8753436569696,0,0.33745427896422897,2,1
37,59.42047682323332,161.89967596727422,1,0.8706884554574393,5,0
29,70.99618639816683,173.1206613316282,1,0.08352491468001877,3,1
24,79.9973762011211,194.7405605248808,1,0.2111259425580374,2,0
19,80.32595109370551,176.47986925146526,0,0.7524683375864943,1,0
20,64.12219064738238,188.85803137601718,1,0.051293848981215584,2,1
34,84.2948250734477,182.30009523762837,1,0.49253538071428926,3,1
22,57.3713307112896,201.0520240120801,0,0.44210703467972,1,0
34,86.44135202616418,168.86945572936287,0,0.33440117898874866,4,0
34,61.806521108625944,192.21800552518812,0,0.3945723153189238,1,0
34,72.73754780991324,197.495813052725,0,0.5299405869302329,4,0
19,85.645686780267,169.85581122832,1,0.16136735838838312,1,0
19,76.1960566888707,187.82870243581345,0,0.5719958782835928,3,0
39,83.1669851771357,170.34502014170945,1,0.8054323292999863,3,1
22,81.18661959709932,180.30161572535124,0,0.760160929790159,1,1
18,87.86268613404602,177.43412069817828,0,0.15389990469377368,2,1
18,85.62209850913712,155.97246065100313,0,0.1492494697414739,3,0
36,70.46255691463558,184.24234259711898,0,0.2681743677449133,4,1
19,81.32941633793465,181.4333916760623,0,0.3610747263410372,4,0
38,59.73448138302253,194.7907897340576,0,0.4084555814084826,5,0
29,74.42095092662215,186.11143654649544,1,0.6796972168333453,6,1
23,83.1848473463854,202.90883924078761,0,0.056680432165835404,6,0
21,76.33847654246,181.07042382078714,0,0.034672704226066386,6,0
28,79.46639731517085,178.94469947997692,0,0.391910562943909,4,0
34,72.86727624034208,178.15643349282905,0,0.6971636921379805,5,0
23,86.29069437535142,175.60411288968226,1,0.19343534295648257,6,0
22,74.19584226291008,157.92249083617432,0,0.6415044812562517,6,0
37,70.34549817595946,177.7980537299204,0,0.25982813794029946,1,1
19,83.86517412569054,159.32145273564007,0,0.8860861088135163,1,0
23,60.9484007763554,184.5203334458577,0,0.8956899442666165,1,0
39,80.01033343517345,167.59939707529415,1,0.2972872042813265,2,0
28,64.5751512577286,171.0566737691158,0,0.2299937539632405,6,0
33,87.77926829238166,173.3058980516745,1,0.41130397206623126,2,1
33,72.38972746753204,177.95064962186754,0,0.24053158518014872,5,1
18,76.34984720819689,180.06868254939036,1,0.6723838432917036,4,0
26,79.12570396644122,190.8447958307307,1,0.8260646845482855,6,0
23,55.70315403685842,174.22469906492447,0,0.673092130911217,4,0
33,68.49415158443144,184.8014613622237,0,0.8243504472493495,1,1
20,85.43545909286553,207.3086723322357,1,0.39699216220747413,6,1
37,83.67765024170889,183.7735070276323,1,0.15631697070886086,3,1
21,77.83032205395216,178.19510211068365,0,0.7379509473975921,2,1
36,61.50536428574476,172.20848348071704,1,0.3604745051415539,2,0
20,80.8550346085858,178.0566845457967,1,0.6712708252291325,6,1
36,82.13399590205445,171.13779656390594,1,0.27064394198176567,1,1
37,75.47017213123745,182.68661426683772,0,0.08122963480667267,2,0
24,87.23170950591458,181.03544138639393,1,0.9925817954877634,1,0
37,68.16568209869877,158.37780779082206,1,0.15620150793059928,5,1
26,69.90142422500026,179.81441994233933,1,0.988420993963481,4,1
18,50.15388420914185,190.76146312640014,0,0.9772799325664473,3,1
25,84.19827510147664,176.0088814779725,0,0.7938181039080396,4,1
24,78.13861963470134,173.47103227588437,1,0.6594229620819976,4,0
35,58.18179674866771,166.2229922688315,0,0.5778070502510847,5,0
25,57.414010000058525,161.42007958375595,1,0.8661015453778347,2,1
18,66.27369372628989,188.31349267063254,0,0.28943952161948794,3,1
28,82.93657941980354,178.18521670420805,0,0.46768121248487704,2,1
35,71.99639511911371,187.72021562003422,1,0.6193899693665019,6,1
27,66.95213083339675,195.3132374457947,0,0.4111904758694911,4,1
20,64.93884106916504,189.21247684910344,0,0.427486454090268,6,0
24,64.49088042171813,174.57627678561204,0,0.3302846675020844,1,0
33,55.6632169889244,181.44867664657556,1,0.564231816684536,4,0
33,62.926041683536255,173.8522713484308,0,0.850574528015116,2,1
37,64.29421920322832,172.91711537398336,0,0.20152837800631285,4,1
34,81.82623236457147,183.42815162402624,1,0.9344330387534414,1,0
19,73.34276946853385,171.67706116881828,0,0.6890876537482297,5,0
18,66.74415156982539,157.908483809113,0,0.8232732126800302,6,1
33,98.09722755406187,171.11852104272623,0,0.5561906926300116,6,0
29,68.36103086453335,176.93118851312627,0,0.7795167014240635,2,1
22,86.67102914383636,195.21398497831922,0,0.01620039733946721,4,1
22,91.21108557787716,175.09062550128635,1,0.8183804247795352,2,0
26,59.30039662342657,185.11924091029275,1,0.04013885908536652,5,0
26,75.73962964073569,178.31691766037932,0,0.8899133763628625,4,0
20,69.82466349091776,192.26405143870383,0,0.9919627472386433,4,1
36,69.01075603440664,191.5709638546396,0,0.2940674621767778,2,1
33,80.55376816806908,191.7617510523992,1,0.21031855628579366,2,0
33,68.77129503576717,162.66016470582647,1,0.7653633638580407,1,1
20,70.0403095367353,182.06724047244995,0,0.2530263409202532,5,1
37,73.31885104374706,187.58938600121948,0,0.8655623831722035,1,1
39,71.26600731623431,183.8153856258933,1,0.10284259215747671,6,0
18,63.26429792987875,186.3659632582183,0,0.12595519637935826,4,1
37,82.95906504847474,180.58351004285478,1,0.9791515551006156,2,0
28,85.48530938507601,172.55215793273473,1,0.6738388982700046,4,0
34,78.43618589535217,163.0290261501375,0,0.8468872244289528,4,1
25,71.23447348977734,173.54430571351526,1,0.324329377351518,3,0
21,67.94789263670219,206.7810987363839,0,0.6764837495206044,6,1
23,67.96379937073554,175.14348823909327,0,0.5942418273085972,3,0
25,98.57376365032708,160.40609773909256,0,0.603150120122947,4,0
37,84.37838301566644,187.32649360729081,0,0.6825324595377216,2,1
20,66.59889921416662,188.55460008682644,0,0.5753591731290986,4,0
33,76.6469782743714,192.8732439015214,0,0.42906236930266595,6,0
20,71.37464974900638,184.7097850370678,1,0.27592269438054684,3,0
35,80.8380037615629,188.45601514466952,1,0.768581330913202,2,1
31,80.43499102789342,198.4021713484199,1,0.2262724300031862,4,1
35,85.83609653905471,172.54526507937885,1,0.6923543061544142,5,0
19,66.49443541337804,170.56149294576284,0,0.23333282264932664,6,0
39,76.0473529863813,169.0541346044707,1,0.6253301699544539,6,0
20,57.51453015042473,177.34230413506017,1,0.7470782671290289,5,1
33,62.426596995711556,194.3342241982517,1,0.2187138889065392,4,1
26,83.84100836559179,185.28068367746235,0,0.05994330086130828,6,0
21,65.49316208594674,184.88691952709218,1,0.13097374299417408,2,1
18,66.59091201952145,161.80692071335275,0,0.6059969672710255,4,1
21,74.9172192544995,173.0681317276358,1,0.8494464062257355,4,1
18,81.9476103084654,161.64342367137962,0,0.04499682123542437,3,1
31,64.39173204165904,191.71245789321543,0,0.7341512590416462,6,0
38,40.19191171239916,195.85646492885732,1,0.3413186459500521,6,1
33,66.29776757856489,187.79566727240382,0,0.4785283699195225,5,1
37,87.05628077952838,170.13213954260456,0,0.9288595498455656,3,0
25,78.43135051016874,194.8202249361579,1,0.33197150473584547,3,0
24,88.23874803787213,177.4674508997479,1,0.46533693393948605,6,1
20,63.681838578673045,167.8554071924734,1,0.013682414760681105,4,1
34,58.60603732335944,170.35595745388306,0,0.08159872000483837,3,0
18,79.6254855264754,175.69843364408163,0,0.258591591134784,5,0
33,77.40022737685047,180.49578520484707,0,0.027852240821074403,3,0
29,78.05554320377259,178.38655788348206,1,0.631375326048251,5,1
36,84.32996642650568,165.87331581828974,0,0.4263983568016225,3,1
39,79.2168492391226,192.13316409185643,0,0.548145202728022,5,0
39,79.05617593140379,178.49394080563158,0,0.17464718589632955,3,1
31,82.1500701380114,172.8624614372935,0,0.2959320294366161,3,0
23,80.02416632187027,191.10302361982764,0,0.6638244748527251,2,1
23,83.57445931717406,168.1659381173347,0,0.9653027236303998,5,0
30,85.08520824778581,163.71109816425485,0,0.0504167736022092,5,0
36,90.31688801240915,192.7248744659874,1,0.8903843208552661,5,1
39,68.5080867509632,198.91387849550338,1,0.5768812013112085,1,1
25,79.80562107410748,175.37903981348603,1,0.5639195667556237,3,1
19,71.29676631402704,179.54029992082855,0,0.5002785352077603,5,1
38,66.66441012720733,168.53335285479096,0,0.06939408590418339,6,1
18,68.10459678919634,180.05492550243395,1,0.08987685173616067,1,1
32,79.94955517561526,175.24294736268803,0,0.6009120056590861,2,0
18,79.18252554786001,178.97871559965,1,0.3409585714355583,5,1
22,79.00412029238437,184.09258387597242,0,0.9172680665776807,5,0
33,72.74286352430667,169.01854521969153,0,0.40659053735947226,1,0
36,75.0341475117841,176.38188660767432,1,0.14328145870264108,3,1
21,83.1775269587605,161.96218578221823,1,0.714718833502036,6,0
20,60.106069403506936,176.45012715886713,1,0.29335342144100984,2,0
34,75.24642098428585,179.06565929083,1,0.5254703073558932,5,1
34,75.8995614812679,182.2898242506108,1,0.69783278550517,3,1
29,82.5330426907765,182.39576540363208,0,0.9002641112020704,6,1
31,61.49751588057175,189.03922750736857,0,0.7921911948016761,6,0
38,89.95133745517411,164.6033348072668,0,0.6763610678727241,2,1
23,77.1363042442851,165.13722970049707,1,0.6796331823951436,4,1
20,77.66580546694937,185.2895793639252,1,0.9459246440320865,6,1
26,70.98620242667774,159.61038722994584,1,0.29582409749653604,4,1
22,80.38022354796844,181.83300212104993,1,0.0011120941961874076,6,0
34,75.47954050283106,168.19707060410107,1,0.2719545593981987,2,1
31,87.08981944106466,195.7281464091718,1,0.217891379626744,1,0
38,60.58505751936384,182.50452407727778,0,0.6618345851139982,2,1
20,76.75545829890508,177.80843980286937,0,0.633711599765529,2,0
18,79.08512348377427,192.27720877139177,0,0.5934613827047238,1,0
37,73.13627605636908,169.3659799342905,0,0.0162434432094537,1,0
38,70.95334176692954,171.2659036591219,0,0.7287780544506475,3,1
18,71.37042721031293,167.38545166344892,1,0.3235304124854915,6,0
20,76.74639269367827,171.34960773651008,1,0.6650559890066311,3,1
35,56.90041099019294,180.61115609367388,1,0.5565784285021533,1,1
27,84.6501496106323,184.9395187199372,1,0.3427309254279072,4,1
39,70.1986813230415,189.61421685367543,1,0.13457626710410775,4,1
20,76.27802697366782,161.75275953099262,1,0.09441889766048095,2,1
25,78.67102266788068,178.28137013536707,0,0.8315183331122236,5,0
31,69.74194612687043,168.918354688092,1,0.918397542081558,2,1
35,73.68961593001004,177.947129085119,1,0.6497880467642996,2,0
32,54.64759759374496,203.3416358012704,1,0.10343411486048337,5,0
39,82.32123607333072,182.91861762000016,1,0.4020272168882407,6,0
19,85.80069000322165,188.99464971148245,0,0.7289392001051572,1,0
27,57.99006448061246,199.60691272161046,0,0.7798208840100681,4,0
19,70.93507123303738,191.27358243174757,1,0.1182186222910886,2,0
34,62.701306217591856,175.52085520313017,0,3.071884538241587e-05,5,0
25,73.22259678512594,167.24167913430063,0,0.712137045880605,3,1
18,81.4863633472096,179.69855730479148,1,0.35659617598620563,2,0
26,84.87308899256625,174.32294215781315,1,0.25448133161826025,4,1
28,86.21853189426848,164.75478713380826,1,0.01289746978952544,1,0
39,88.10543824692213,182.40924997289468,1,0.5402994067614997,2,0
33,72.77587221544434,182.65886298059334,1,0.8511507354259817,2,0
24,63.530413712665606,197.69116700263285,0,0.9576316462725879,6,0
27,73.85409699692032,176.38236931163186,1,0.5657449506132892,5,1
20,81.33267502303576,182.80121388969448,1,0.5144613277398942,3,1
35,62.72740219079142,173.34514585309785,1,0.0850563854892411,3,1
30,91.60136953448242,188.73169430693466,0,0.5488728015425998,1,0
24,83.97888538760341,178.7538220380987,1,0.3799790789653946,4,0
21,72.93432831568671,168.2740839114726,1,0.6071352808835769,1,0
30,67.89128069588759,179.86528178334842,1,0.3887263478765467,2,1
37,68.30878918887358,183.90522897565,0,0.24029912345036675,2,0
18,75.74206213800156,182.55273387413564,1,0.0949652752283765,3,1
25,72.70597397269648,190.45896715495869,1,0.31491844458889573,4,1
31,84.50502755282625,165.5194362795931,1,0.09664483428775228,5,0
33,71.57024171697371,171.57257409985058,0,0.17689695082398393,4,0
31,80.05501810611491,186.39787331795537,1,0.9873361585795459,2,1
29,74.7107511582513,172.7473102203893,1,0.4441035569066186,5,1
36,77.6966935739707,182.40471249330207,1,0.5318717665050166,4,1
32,72.69943564403617,155.80254752588237,0,0.8736185287372153,4,0
19,82.07715541249621,207.15946572312882,1,0.9955689004906878,5,0
19,82.22540080290077,177.30281468442664,1,0.5827144493446815,2,0
39,79.59929025822144,191.93956259988278,1,0.8124738210441717,4,0
36,81.07514327149505,176.63102174416508,0,0.32694102433667527,5,0
39,65.55631222456947,184.14698528730887,0,0.3057439574472911,6,0
39,78.2324576290898,194.91919646345272,1,0.4027037209945602,6,1
34,87.49201767487534,191.65806019208387,0,0.6725072626736491,2,1
37,79.91404567019498,177.95545020314776,0,0.6821916892550988,5,1
27,64.69282497198476,178.64745674606309,0,0.3152394346494508,6,0
23,74.50233490350915,190.03566560183285,1,0.1332099241366287,5,1
32,78.74977938339708,203.332444042853,1,0.6323962564655086,4,0
39,67.42600483101691,181.9228267439904,0,0.12832586218876452,2,0
28,61.41728803276647,199.57063640541642,0,0.5784925082293301,6,1
22,71.83902131563472,177.58585589579795,0,0.693422128056309,4,0
18,67.59167592032297,189.519603635098,1,0.7006114963944516,1,1
25,74.85710968610032,191.01155762247288,1,0.7534721106595967,1,1
38,59.08595352503711,175.90039496147227,0,0.8728594215656645,2,0
29,80.64701062536156,172.52921920698358,0,0.49995899196478844,6,1
29,68.65394964706643,191.45389188547352,0,0.7302491895295712,6,1
22,84.95752236681356,174.68443062756944,0,0.6191727353658367,6,1
24,72.23101160203622,171.05650087324597,1,0.18663993979768256,5,1
21,74.74610953615513,173.16040498200903,0,0.025689644869408168,4,0
23,73.26965121303083,174.64386661574588,1,0.28454138567693377,6,1
30,68.11840309899728,188.56617104625678,0,0.4430337063376194,4,1
37,99.7227946227266,185.15042673276187,0,0.6171059444286563,2,1
32,70.04133821992716,187.1565824475789,0,0.8499593305032054,6,0
20,85.2352152246566,184.21379811098083,0,0.19624571670616564,2,1
25,64.06371053936604,174.0615983775336,0,0.1255497898984771,6,0
37,78.72131391093161,186.97102855908273,1,0.9634799474743275,1,1
33,79.78872163931835,191.82453826605303,0,0.10804455937640711,3,1
30,74.75823022901871,185.8450321611931,0,0.47849107010718916,2,1
35,69.28995280360427,184.4965590662585,0,0.5855637287933019,6,0
27,72.36678097386036,172.32945493429324,1,0.5413744209074383,3,0
36,70.9671049802688,182.11817078974477,1,0.0860321570329432,2,0
34,99.02026281835455,171.79758670551297,1,0.05702691400361937,5,0
36,74.7739691055518,179.75972141919397,1,0.10548342746103567,6,0
22,80.2488877866395,163.59733360774683,0,0.5855876838726125,5,0
38,92.81625090425368,163.67441597007905,0,0.5443448876343211,1,1
26,66.2368133202582,178.0895231005297,0,0.23374079203674425,6,0
29,75.37660233167938,174.5156032817301,1,0.6377741418455916,1,1
38,72.30813868318612,181.06787193474173,0,0.8200675020556494,3,0
18,74.13861554516636,178.65231420884882,0,0.041578959846593766,2,0
18,73.20988032882515,180.30190787210154,1,0.4981299435480424,4,0
32,67.68122914369783,186.0860744235674,1,0.6893104121026903,1,1
19,76.95410284996633,175.3673104433917,1,0.2523119270696871,4,0
39,64.37367222583899,177.80556188355138,0,0.3077709052931491,4,0
33,84.88882737309018,194.55021222763165,0,0.6136379029893838,2,1
25,81.23309806654603,180.03084126825027,1,0.8979352934437369,3,1
30,70.06537183635984,178.2078952537461,0,0.8099244203028994,2,1
38,70.5501667862614,180.8251269932319,1,0.5831302190995835,6,1
18,77.75510562348254,178.3863562699047,1,0.7302217177572492,1,0
33,67.01454684393818,172.90427707046774,0,0.3648224702077987,4,1
24,93.11980124134871,170.0197016282028,1,0.6409655280987577,2,0
22,78.57925728691768,172.36568659849996,1,0.46618159112755697,2,0
39,78.93263151383678,188.72919186770787,1,0.1899361364575609,2,1
20,81.81445080357285,173.70094745281588,0,0.7017382738772572,1,0
29,69.2053672592993,178.45075398163723,1,0.556464637348822,3,1
33,85.89009981784774,187.00736285132896,1,0.3586215819535914,2,0
